id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
1839,HD 181342 b,393,2.54 Jupiters,7.55,2009
1840,HD 181433 b,88,6.3566 Earths,8.4,2008
1841,HD 181433 c,88,0.64 Jupiters,8.4,2008
1842,HD 181433 d,88,0.54 Jupiters,8.4,2008
1843,HD 18143 b,73,10.80617 Earths,7.518,2022
1844,HD 18143 c,73,9.998 Jupiters,7.518,2022
1845,HD 181720 b,196,0.4 Jupiters,7.84,2009
1846,HD 183263 b,177,3.471 Jupiters,7.86,2004
1847,HD 183263 c,177,9.31 Jupiters,7.86,2008
1848,HD 183579 b,187,19.7 Earths,8.67,2021
1849,HD 184010 b,198,0.31 Jupiters,5.88639,2022
1850,HD 176986 b,91,5.74 Earths,8.42,2017
1851,HD 176986 c,91,9.18 Earths,8.42,2017
1852,HD 177565 b,55,15.1 Earths,6.15,2017
1853,HD 177830 b,205,1.69 Jupiters,7.18,1999
1854,HD 177830 c,205,0.15 Jupiters,7.18,2010
1855,HD 178911 B b,134,8.03 Jupiters,7.97,2001
1856,HD 179079 b,227,25.74423 Earths,7.95,2008
1857,HD 179949 b,90,0.916 Jupiters,6.25,2000
1858,HD 180053 b,447,2.194 Jupiters,7.93,2018
1859,HD 18015 b,404,3.3 Jupiters,7.89,2018
1860,HD 180314 b,399,22.707 Jupiters,6.61519,2010
1861,HD 180617 b,19,12.214 Earths,9.12,2018
1862,HD 180902 b,341,1.685 Jupiters,7.78,2009
1863,HD 181234 b,156,9.379 Jupiters,8.59,2019
1864,HD 181342 b,393,2.54 Jupiters,7.55,2009
1865,HD 181433 b,88,6.3566 Earths,8.4,2008
1866,HD 181433 c,88,0.64 Jupiters,8.4,2008
1867,HD 181433 d,88,0.54 Jupiters,8.4,2008
1868,HD 18143 b,73,10.80617 Earths,7.518,2022
1869,HD 18143 c,73,9.998 Jupiters,7.518,2022
1870,HD 181720 b,196,0.4 Jupiters,7.84,2009
1871,HD 183263 b,177,3.471 Jupiters,7.86,2004
1872,HD 183263 c,177,9.31 Jupiters,7.86,2008
1873,HD 183579 b,187,19.7 Earths,8.67,2021
1874,HD 184010 b,198,0.31 Jupiters,5.88639,2022
1875,HD 176986 b,91,5.74 Earths,8.42,2017
1876,HD 176986 c,91,9.18 Earths,8.42,2017
1877,HD 177565 b,55,15.1 Earths,6.15,2017
1878,HD 177830 b,205,1.69 Jupiters,7.18,1999
1879,HD 177830 c,205,0.15 Jupiters,7.18,2010
1880,HD 178911 B b,134,8.03 Jupiters,7.97,2001
1881,HD 179079 b,227,25.74423 Earths,7.95,2008
1882,HD 179949 b,90,0.916 Jupiters,6.25,2000
1883,HD 180053 b,447,2.194 Jupiters,7.93,2018
1884,HD 18015 b,404,3.3 Jupiters,7.89,2018
1885,HD 180314 b,399,22.707 Jupiters,6.61519,2010
1886,HD 180617 b,19,12.214 Earths,9.12,2018
1887,HD 180902 b,341,1.685 Jupiters,7.78,2009
1888,HD 181234 b,156,9.379 Jupiters,8.59,2019
1889,HD 181342 b,393,2.54 Jupiters,7.55,2009
1890,HD 181433 b,88,6.3566 Earths,8.4,2008
1891,HD 181433 c,88,0.64 Jupiters,8.4,2008
1892,HD 181433 d,88,0.54 Jupiters,8.4,2008
1893,HD 18143 b,73,10.80617 Earths,7.518,2022
1894,HD 18143 c,73,9.998 Jupiters,7.518,2022
1895,HD 181720 b,196,0.4 Jupiters,7.84,2009
1896,HD 183263 b,177,3.471 Jupiters,7.86,2004
1897,HD 183263 c,177,9.31 Jupiters,7.86,2008
1898,HD 183579 b,187,19.7 Earths,8.67,2021
1899,HD 184010 b,198,0.31 Jupiters,5.88639,2022
1900,HD 191939 e,175,0.35302 Jupiters,8.97,2022
1901,HD 191939 f,175,2.07659 Jupiters,8.97,2022
1902,HD 191939 g,175,13.5 Earths,8.97,2022
1903,HD 192263 b,64,0.56 Jupiters,7.79,1999
1904,HD 192310 b,29,16.9 Earths,5.73,2011
1905,HD 192310 c,29,24 Earths,5.73,2011
1906,HD 192699 b,234,2.096 Jupiters,6.45591,2007
1907,HD 194490 b,262,11.207 Jupiters,8.99,2022
1908,HD 195019 b,123,3.98 Jupiters,6.87591,1998
1909,HD 196050 b,165,4.7 Jupiters,7.5,2002
1910,HD 196067 b,130,12.5 Jupiters,6.51,2012
1911,HD 19615 b,865,8.5 Jupiters,6.55594,2022
1912,HD 196885 A b,111,2.58 Jupiters,6.39677,2007
1913,HD 197037 b,108,0.79 Jupiters,6.82294,2012
1914,HD 199509 b,79,0.136 Jupiters,6.98,2022
1915,HD 19994 b,73,1.37 Jupiters,5.06345,2003
1916,HD 20003 b,136,11.66 Earths,8.39,2019
1917,HD 20003 c,136,14.44 Earths,8.39,2019
1918,HD 200964 b,237,1.599 Jupiters,6.48605,2010
1919,HD 200964 c,237,1.214 Jupiters,6.48605,2010
1920,HD 202206 c,150,17.9 Jupiters,8.08,2004
1921,HD 202696 b,615,1.996 Jupiters,8.23,2019
1922,HD 202696 c,615,1.864 Jupiters,8.23,2019
1923,HD 202772 A b,527,1.017 Jupiters,8.324,2019
1924,HD 203030 b,128,11 Jupiters,8.45,2006
1925,HD 159868 b,182,2.218 Jupiters,7.24,2006
1926,HD 159868 c,182,0.768 Jupiters,7.24,2012
1927,HD 1605 b,290,0.934 Jupiters,7.52,2015
1928,HD 1605 c,290,3.62 Jupiters,7.52,2015
1929,HD 160691 b,51,4.3 Jupiters,5.124,2000
1930,HD 160691 c,51,4.4 Jupiters,5.124,2004
1931,HD 160691 d,51,10.17 Earths,5.124,2004
1932,HD 160691 e,51,7 Jupiters,5.124,2006
1933,HD 161178 b,350,0.57 Jupiters,5.88375,2021
1934,HD 16141 b,123,0.26 Jupiters,6.834,2000
1935,HD 16175 b,195,5.9 Jupiters,7.297,2009
1936,HD 162020 b,101,9.84 Jupiters,9.1,2002
1937,HD 163607 b,221,0.7836 Jupiters,8,2010
1938,HD 163607 c,221,2.201 Jupiters,8,2010
1939,HD 16417 b,83,22.1 Earths,5.78,2008
1940,HD 164509 b,173,0.443 Jupiters,8.1,2010
1941,HD 164595 b,92,16.14 Earths,7.08597,2015
1942,HD 164604 b,128,1.99792 Jupiters,9.62,2009
1943,HD 164922 b,72,0.36497 Jupiters,7.01227,2005
1944,HD 164922 c,72,13 Earths,7.01227,2016
1945,HD 164922 d,72,4 Earths,7.01227,2020
1946,HD 164922 e,72,10.52012 Earths,7.01227,2021
1947,HD 165131 b,187,18.7 Jupiters,8.42,2023
1948,HD 165155 b,207,2.89 Jupiters,9.36,2016
1949,HD 1666 b,385,6.43 Jupiters,8.17,2015
1950,HD 191939 e,175,0.35302 Jupiters,8.97,2022
1951,HD 191939 f,175,2.07659 Jupiters,8.97,2022
1952,HD 191939 g,175,13.5 Earths,8.97,2022
1953,HD 192263 b,64,0.56 Jupiters,7.79,1999
1954,HD 192310 b,29,16.9 Earths,5.73,2011
1955,HD 192310 c,29,24 Earths,5.73,2011
1956,HD 192699 b,234,2.096 Jupiters,6.45591,2007
1957,HD 194490 b,262,11.207 Jupiters,8.99,2022
1958,HD 195019 b,123,3.98 Jupiters,6.87591,1998
1959,HD 196050 b,165,4.7 Jupiters,7.5,2002
1960,HD 196067 b,130,12.5 Jupiters,6.51,2012
1961,HD 19615 b,865,8.5 Jupiters,6.55594,2022
1962,HD 196885 A b,111,2.58 Jupiters,6.39677,2007
1963,HD 197037 b,108,0.79 Jupiters,6.82294,2012
1964,HD 199509 b,79,0.136 Jupiters,6.98,2022
1965,HD 19994 b,73,1.37 Jupiters,5.06345,2003
1966,HD 20003 b,136,11.66 Earths,8.39,2019
1967,HD 20003 c,136,14.44 Earths,8.39,2019
1968,HD 200964 b,237,1.599 Jupiters,6.48605,2010
1969,HD 200964 c,237,1.214 Jupiters,6.48605,2010
1970,HD 202206 c,150,17.9 Jupiters,8.08,2004
1971,HD 202696 b,615,1.996 Jupiters,8.23,2019
1972,HD 202696 c,615,1.864 Jupiters,8.23,2019
1973,HD 202772 A b,527,1.017 Jupiters,8.324,2019
1974,HD 203030 b,128,11 Jupiters,8.45,2006
1975,HD 166724 b,147,3.8 Jupiters,9.33,2012
1976,HD 167042 b,162,1.397 Jupiters,5.98796,2007
1977,HD 167677 b,177,2.85 Jupiters,8.9,2023
1978,HD 167768 b,350,0.85 Jupiters,5.98894,2022
1979,HD 168009 b,76,9.53485 Earths,6.295,2021
1980,HD 168443 b,129,7.628 Jupiters,6.92122,1998
1981,HD 168443 c,129,17.306 Jupiters,6.92122,2000
1982,HD 168746 b,136,0.27 Jupiters,7.95,2002
1983,HD 168863 b,130,6.78 Jupiters,9.35,2022
1984,HD 16905 b,130,11.3 Jupiters,9.44,2022
1985,HD 1690 b,2455,8.79 Jupiters,9.19,2010
1986,HD 169142 b,371,3 Jupiters,8.156,2023
1987,HD 169830 b,123,2.531 Jupiters,5.9,2000
1988,HD 169830 c,123,7.669 Jupiters,5.9,2003
1989,HD 170469 b,196,0.66 Jupiters,8.21,2007
1990,HD 17092 b,745,10.13 Jupiters,7.732,2007
1991,HD 171028 b,364,2.62 Jupiters,8.292,2007
1992,HD 171238 b,146,8.8 Jupiters,8.61,2009
1993,HD 17156 b,255,3.51 Jupiters,8.17,2007
1994,HD 173416 b,431,1.841 Jupiters,6.04188,2008
1995,HD 174205 b,763,4.2 Jupiters,6.28209,2022
1996,HD 175167 b,232,6.411 Jupiters,8.01,2009
1997,HD 175541 b,423,0.598 Jupiters,8.020001,2007
1998,HD 175607 b,132,8.98 Earths,8.6,2015
1999,HD 17674 b,145,0.87 Jupiters,7.535,2017
2000,HD 20329 b,208,7.42 Earths,8.76,2022
2001,HD 203387 b,201,3.48 Jupiters,4.28,2022
2002,HD 203387 c,201,7.485 Jupiters,4.28,2022
2003,HD 2039 b,280,6.29 Jupiters,9,2002
2004,HD 204313 b,156,4.615 Jupiters,7.99,2010
2005,HD 204313 c,156,17.16273 Earths,7.99,2015
2006,HD 204313 e,156,15.317 Jupiters,7.99,2022
2007,HD 204941 b,94,0.23 Jupiters,8.45,2011
2008,HD 205158 b,283,0.392 Jupiters,7.84,2022
2009,HD 205739 b,302,1.37 Jupiters,8.56,2008
2010,HD 206255 b,245,34.2 Earths,7.62,2019
2011,HD 206610 b,480,2.036 Jupiters,8.34,2009
2012,HD 206893 b,133,28 Jupiters,6.68804,2021
2013,HD 206893 c,133,12.7 Jupiters,6.68804,2022
2014,HD 207496 b,77,6.1 Earths,8.23,2023
2015,HD 20781 b,117,1.93 Earths,8.48,2019
2016,HD 20781 c,117,5.33 Earths,8.48,2019
2017,HD 20781 d,117,10.61 Earths,8.48,2019
2018,HD 20781 e,117,14.03 Earths,8.48,2019
2019,HD 20782 b,117,1.4878 Jupiters,7.36,2006
2020,HD 207832 b,192,0.56 Jupiters,8.78,2012
2021,HD 207832 c,192,0.73 Jupiters,8.78,2012
2022,HD 207897 b,92,14.4 Earths,8.37,2021
2023,HD 20794 b,20,2.7 Earths,4.258,2011
2024,HD 20794 c,20,2.4 Earths,4.258,2011
2025,HD 176986 b,91,5.74 Earths,8.42,2017
2026,HD 176986 c,91,9.18 Earths,8.42,2017
2027,HD 177565 b,55,15.1 Earths,6.15,2017
2028,HD 177830 b,205,1.69 Jupiters,7.18,1999
2029,HD 177830 c,205,0.15 Jupiters,7.18,2010
2030,HD 178911 B b,134,8.03 Jupiters,7.97,2001
2031,HD 179079 b,227,25.74423 Earths,7.95,2008
2032,HD 179949 b,90,0.916 Jupiters,6.25,2000
2033,HD 180053 b,447,2.194 Jupiters,7.93,2018
2034,HD 18015 b,404,3.3 Jupiters,7.89,2018
2035,HD 180314 b,399,22.707 Jupiters,6.61519,2010
2036,HD 180617 b,19,12.214 Earths,9.12,2018
2037,HD 180902 b,341,1.685 Jupiters,7.78,2009
2038,HD 181234 b,156,9.379 Jupiters,8.59,2019
2039,HD 181342 b,393,2.54 Jupiters,7.55,2009
2040,HD 181433 b,88,6.3566 Earths,8.4,2008
2041,HD 181433 c,88,0.64 Jupiters,8.4,2008
2042,HD 181433 d,88,0.54 Jupiters,8.4,2008
2043,HD 18143 b,73,10.80617 Earths,7.518,2022
2044,HD 18143 c,73,9.998 Jupiters,7.518,2022
2045,HD 181720 b,196,0.4 Jupiters,7.84,2009
2046,HD 183263 b,177,3.471 Jupiters,7.86,2004
2047,HD 183263 c,177,9.31 Jupiters,7.86,2008
2048,HD 183579 b,187,19.7 Earths,8.67,2021
2049,HD 184010 b,198,0.31 Jupiters,5.88639,2022
2050,HD 20794 d,20,4.8 Earths,4.258,2011
2051,HD 20794 e,20,4.77 Earths,4.258,2017
2052,HD 208487 b,147,0.52 Jupiters,7.47,2004
2053,HD 208527 b,1018,9.9 Jupiters,6.38984,2012
2054,HD 20868 b,156,1.25 Jupiters,9.92,2008
2055,HD 208897 b,220,1.194 Jupiters,6.50821,2017
2056,HD 209458 b,158,0.73 Jupiters,7.65,1999
2057,HD 210193 b,138,0.4817 Jupiters,7.83,2019
2058,HD 210277 b,69,1.29 Jupiters,6.54348,1998
2059,HD 210702 b,177,1.515 Jupiters,5.93022,2007
2060,HD 211403 b,271,5.54 Jupiters,8.48,2021
2061,HD 211810 b,211,0.67 Jupiters,8.59,2018
2062,HD 211970 b,43,13 Earths,10.24,2019
2063,HD 212301 b,177,0.51 Jupiters,7.76,2005
2064,HD 212771 b,363,2.39 Jupiters,7.6,2009
2065,HD 213240 b,133,5.21 Jupiters,6.81,2001
2066,HD 213472 b,210,3.5 Jupiters,8.17,2021
2067,HD 213519 b,134,9.21702 Earths,7.68,2022
2068,HD 213885 b,157,8.83 Earths,7.95,2019
2069,HD 213885 c,157,19.95 Earths,7.95,2019
2070,HD 21411 b,95,0.20734 Jupiters,7.88,2019
2071,HD 214823 b,331,18.61 Jupiters,8.06,2016
2072,HD 215152 b,70,1.819 Earths,8.11,2018
2073,HD 215152 c,70,1.72 Earths,8.11,2018
2074,HD 215152 d,70,2.801 Earths,8.11,2018
2075,HD 20794 d,20,4.8 Earths,4.258,2011
2076,HD 20794 e,20,4.77 Earths,4.258,2017
2077,HD 208487 b,147,0.52 Jupiters,7.47,2004
2078,HD 208527 b,1018,9.9 Jupiters,6.38984,2012
2079,HD 20868 b,156,1.25 Jupiters,9.92,2008
2080,HD 208897 b,220,1.194 Jupiters,6.50821,2017
2081,HD 209458 b,158,0.73 Jupiters,7.65,1999
2082,HD 210193 b,138,0.4817 Jupiters,7.83,2019
2083,HD 210277 b,69,1.29 Jupiters,6.54348,1998
2084,HD 210702 b,177,1.515 Jupiters,5.93022,2007
2085,HD 211403 b,271,5.54 Jupiters,8.48,2021
2086,HD 211810 b,211,0.67 Jupiters,8.59,2018
2087,HD 211970 b,43,13 Earths,10.24,2019
2088,HD 212301 b,177,0.51 Jupiters,7.76,2005
2089,HD 212771 b,363,2.39 Jupiters,7.6,2009
2090,HD 213240 b,133,5.21 Jupiters,6.81,2001
2091,HD 213472 b,210,3.5 Jupiters,8.17,2021
2092,HD 213519 b,134,9.21702 Earths,7.68,2022
2093,HD 213885 b,157,8.83 Earths,7.95,2019
2094,HD 213885 c,157,19.95 Earths,7.95,2019
2095,HD 21411 b,95,0.20734 Jupiters,7.88,2019
2096,HD 214823 b,331,18.61 Jupiters,8.06,2016
2097,HD 215152 b,70,1.819 Earths,8.11,2018
2098,HD 215152 c,70,1.72 Earths,8.11,2018
2099,HD 215152 d,70,2.801 Earths,8.11,2018
2100,HD 191939 e,175,0.35302 Jupiters,8.97,2022
2101,HD 191939 f,175,2.07659 Jupiters,8.97,2022
2102,HD 191939 g,175,13.5 Earths,8.97,2022
2103,HD 192263 b,64,0.56 Jupiters,7.79,1999
2104,HD 192310 b,29,16.9 Earths,5.73,2011
2105,HD 192310 c,29,24 Earths,5.73,2011
2106,HD 192699 b,234,2.096 Jupiters,6.45591,2007
2107,HD 194490 b,262,11.207 Jupiters,8.99,2022
2108,HD 195019 b,123,3.98 Jupiters,6.87591,1998
2109,HD 196050 b,165,4.7 Jupiters,7.5,2002
2110,HD 196067 b,130,12.5 Jupiters,6.51,2012
2111,HD 19615 b,865,8.5 Jupiters,6.55594,2022
2112,HD 196885 A b,111,2.58 Jupiters,6.39677,2007
2113,HD 197037 b,108,0.79 Jupiters,6.82294,2012
2114,HD 199509 b,79,0.136 Jupiters,6.98,2022
2115,HD 19994 b,73,1.37 Jupiters,5.06345,2003
2116,HD 20003 b,136,11.66 Earths,8.39,2019
2117,HD 20003 c,136,14.44 Earths,8.39,2019
2118,HD 200964 b,237,1.599 Jupiters,6.48605,2010
2119,HD 200964 c,237,1.214 Jupiters,6.48605,2010
2120,HD 202206 c,150,17.9 Jupiters,8.08,2004
2121,HD 202696 b,615,1.996 Jupiters,8.23,2019
2122,HD 202696 c,615,1.864 Jupiters,8.23,2019
2123,HD 202772 A b,527,1.017 Jupiters,8.324,2019
2124,HD 203030 b,128,11 Jupiters,8.45,2006
2125,HD 215152 e,70,2.877 Earths,8.11,2018
2126,HD 215497 b,132,6.3566 Earths,8.96,2009
2127,HD 215497 c,132,0.35 Jupiters,8.96,2009
2128,HD 216435 b,108,1.26 Jupiters,6.03,2002
2129,HD 216437 b,87,4.2 Jupiters,6.04,2002
2130,HD 216520 b,64,10.26 Earths,7.53,2020
2131,HD 216520 c,64,9.44 Earths,7.53,2020
2132,HD 216536 b,1227,1.05 Jupiters,9.229,2015
2133,HD 216770 b,120,0.57 Jupiters,8.11,2003
2134,HD 21693 b,108,8.23 Earths,7.95,2019
2135,HD 21693 c,108,17.37 Earths,7.95,2019
2136,HD 217107 b,65,1.3 Jupiters,6.155,1998
2137,HD 217107 c,65,2.6 Jupiters,6.155,2005
2138,HD 21749 c,53,3.7 Earths,8.08,2019
2139,HD 217786 b,181,13.852 Jupiters,7.78,2011
2140,HD 217786 c,181,7.31005 Earths,7.78,2022
2141,HD 217958 b,202,0.524 Jupiters,8.05,2022
2142,HD 218566 b,94,0.2 Jupiters,8.6,2010
2143,HD 219077 b,95,9.62 Jupiters,6.12,2012
2144,HD 219134 b,21,4.74 Earths,5.54,2015
2145,HD 219134 c,21,4.36 Earths,5.54,2015
2146,HD 219134 d,21,16.17 Earths,5.54,2015
2147,HD 219134 f,21,7.3 Earths,5.54,2015
2148,HD 219134 g,21,10.80622 Earths,5.54,2015
2149,HD 219134 h,21,0.34 Jupiters,5.54,2015
2150,HD 191939 e,175,0.35302 Jupiters,8.97,2022
2151,HD 191939 f,175,2.07659 Jupiters,8.97,2022
2152,HD 191939 g,175,13.5 Earths,8.97,2022
2153,HD 192263 b,64,0.56 Jupiters,7.79,1999
2154,HD 192310 b,29,16.9 Earths,5.73,2011
2155,HD 192310 c,29,24 Earths,5.73,2011
2156,HD 192699 b,234,2.096 Jupiters,6.45591,2007
2157,HD 194490 b,262,11.207 Jupiters,8.99,2022
2158,HD 195019 b,123,3.98 Jupiters,6.87591,1998
2159,HD 196050 b,165,4.7 Jupiters,7.5,2002
2160,HD 196067 b,130,12.5 Jupiters,6.51,2012
2161,HD 19615 b,865,8.5 Jupiters,6.55594,2022
2162,HD 196885 A b,111,2.58 Jupiters,6.39677,2007
2163,HD 197037 b,108,0.79 Jupiters,6.82294,2012
2164,HD 199509 b,79,0.136 Jupiters,6.98,2022
2165,HD 19994 b,73,1.37 Jupiters,5.06345,2003
2166,HD 20003 b,136,11.66 Earths,8.39,2019
2167,HD 20003 c,136,14.44 Earths,8.39,2019
2168,HD 200964 b,237,1.599 Jupiters,6.48605,2010
2169,HD 200964 c,237,1.214 Jupiters,6.48605,2010
2170,HD 202206 c,150,17.9 Jupiters,8.08,2004
2171,HD 202696 b,615,1.996 Jupiters,8.23,2019
2172,HD 202696 c,615,1.864 Jupiters,8.23,2019
2173,HD 202772 A b,527,1.017 Jupiters,8.324,2019
2174,HD 203030 b,128,11 Jupiters,8.45,2006
2175,HD 191939 e,175,0.35302 Jupiters,8.97,2022
2176,HD 191939 f,175,2.07659 Jupiters,8.97,2022
2177,HD 191939 g,175,13.5 Earths,8.97,2022
2178,HD 192263 b,64,0.56 Jupiters,7.79,1999
2179,HD 192310 b,29,16.9 Earths,5.73,2011
2180,HD 192310 c,29,24 Earths,5.73,2011
2181,HD 192699 b,234,2.096 Jupiters,6.45591,2007
2182,HD 194490 b,262,11.207 Jupiters,8.99,2022
2183,HD 195019 b,123,3.98 Jupiters,6.87591,1998
2184,HD 196050 b,165,4.7 Jupiters,7.5,2002
2185,HD 196067 b,130,12.5 Jupiters,6.51,2012
2186,HD 19615 b,865,8.5 Jupiters,6.55594,2022
2187,HD 196885 A b,111,2.58 Jupiters,6.39677,2007
2188,HD 197037 b,108,0.79 Jupiters,6.82294,2012
2189,HD 199509 b,79,0.136 Jupiters,6.98,2022
2190,HD 19994 b,73,1.37 Jupiters,5.06345,2003
2191,HD 20003 b,136,11.66 Earths,8.39,2019
2192,HD 20003 c,136,14.44 Earths,8.39,2019
2193,HD 200964 b,237,1.599 Jupiters,6.48605,2010
2194,HD 200964 c,237,1.214 Jupiters,6.48605,2010
2195,HD 202206 c,150,17.9 Jupiters,8.08,2004
2196,HD 202696 b,615,1.996 Jupiters,8.23,2019
2197,HD 202696 c,615,1.864 Jupiters,8.23,2019
2198,HD 202772 A b,527,1.017 Jupiters,8.324,2019
2199,HD 203030 b,128,11 Jupiters,8.45,2006
2200,HD 191939 e,175,0.35302 Jupiters,8.97,2022
2201,HD 191939 f,175,2.07659 Jupiters,8.97,2022
2202,HD 191939 g,175,13.5 Earths,8.97,2022
2203,HD 192263 b,64,0.56 Jupiters,7.79,1999
2204,HD 192310 b,29,16.9 Earths,5.73,2011
2205,HD 192310 c,29,24 Earths,5.73,2011
2206,HD 192699 b,234,2.096 Jupiters,6.45591,2007
2207,HD 194490 b,262,11.207 Jupiters,8.99,2022
2208,HD 195019 b,123,3.98 Jupiters,6.87591,1998
2209,HD 196050 b,165,4.7 Jupiters,7.5,2002
2210,HD 196067 b,130,12.5 Jupiters,6.51,2012
2211,HD 19615 b,865,8.5 Jupiters,6.55594,2022
2212,HD 196885 A b,111,2.58 Jupiters,6.39677,2007
2213,HD 197037 b,108,0.79 Jupiters,6.82294,2012
2214,HD 199509 b,79,0.136 Jupiters,6.98,2022
2215,HD 19994 b,73,1.37 Jupiters,5.06345,2003
2216,HD 20003 b,136,11.66 Earths,8.39,2019
2217,HD 20003 c,136,14.44 Earths,8.39,2019
2218,HD 200964 b,237,1.599 Jupiters,6.48605,2010
2219,HD 200964 c,237,1.214 Jupiters,6.48605,2010
2220,HD 202206 c,150,17.9 Jupiters,8.08,2004
2221,HD 202696 b,615,1.996 Jupiters,8.23,2019
2222,HD 202696 c,615,1.864 Jupiters,8.23,2019
2223,HD 202772 A b,527,1.017 Jupiters,8.324,2019
2224,HD 203030 b,128,11 Jupiters,8.45,2006
2225,HD 191939 e,175,0.35302 Jupiters,8.97,2022
2226,HD 191939 f,175,2.07659 Jupiters,8.97,2022
2227,HD 191939 g,175,13.5 Earths,8.97,2022
2228,HD 192263 b,64,0.56 Jupiters,7.79,1999
2229,HD 192310 b,29,16.9 Earths,5.73,2011
2230,HD 192310 c,29,24 Earths,5.73,2011
2231,HD 192699 b,234,2.096 Jupiters,6.45591,2007
2232,HD 194490 b,262,11.207 Jupiters,8.99,2022
2233,HD 195019 b,123,3.98 Jupiters,6.87591,1998
2234,HD 196050 b,165,4.7 Jupiters,7.5,2002
2235,HD 196067 b,130,12.5 Jupiters,6.51,2012
2236,HD 19615 b,865,8.5 Jupiters,6.55594,2022
2237,HD 196885 A b,111,2.58 Jupiters,6.39677,2007
2238,HD 197037 b,108,0.79 Jupiters,6.82294,2012
2239,HD 199509 b,79,0.136 Jupiters,6.98,2022
2240,HD 19994 b,73,1.37 Jupiters,5.06345,2003
2241,HD 20003 b,136,11.66 Earths,8.39,2019
2242,HD 20003 c,136,14.44 Earths,8.39,2019
2243,HD 200964 b,237,1.599 Jupiters,6.48605,2010
2244,HD 200964 c,237,1.214 Jupiters,6.48605,2010
2245,HD 202206 c,150,17.9 Jupiters,8.08,2004
2246,HD 202696 b,615,1.996 Jupiters,8.23,2019
2247,HD 202696 c,615,1.864 Jupiters,8.23,2019
2248,HD 202772 A b,527,1.017 Jupiters,8.324,2019
2249,HD 203030 b,128,11 Jupiters,8.45,2006
2250,HD 219139 b,342,0.78 Jupiters,5.84863,2021
2251,HD 219415 b,539,1 Jupiter,8.909,2012
2252,HD 219666 b,307,16.6 Earths,9.809,2018
2253,HD 219828 b,238,19.0697 Earths,8.04,2007
2254,HD 219828 c,238,16.054 Jupiters,8.04,2016
2255,HD 220074 b,1059,16.64 Jupiters,6.40607,2012
2256,HD 220197 b,210,0.2 Jupiters,8.92,2018
2257,HD 220689 b,153,1.2 Jupiters,7.74,2012
2258,HD 220773 b,165,1.45 Jupiters,7.10831,2011
2259,HD 220842 b,211,3.18 Jupiters,7.98,2016
2260,HD 221287 b,182,3.09 Jupiters,7.82,2007
2261,HD 221416 b,312,0.19 Jupiters,8.15,2019
2262,HD 221420 b,102,22 Jupiters,5.82,2019
2263,HD 221585 b,182,1.61 Jupiters,7.457,2016
2264,HD 222076 b,297,1.56 Jupiters,7.47,2016
2265,HD 222155 b,165,1.83 Jupiters,7.11716,2011
2266,HD 222582 b,138,8.37 Jupiters,7.68,1999
2267,HD 224538 b,258,6.531 Jupiters,8.06,2016
2268,HD 224693 b,305,0.7 Jupiters,8.23,2006
2269,HD 22496 b,44,5.57 Earths,8.57,2021
2270,HD 22532 b,526,2.12 Jupiters,7.85,2022
2271,HD 22781 b,106,13.65 Jupiters,8.78,2011
2272,HD 22946 d,205,26.57 Earths,8.270001,2023
2273,HD 23079 b,109,2.61 Jupiters,7.12,2001
2274,HD 23127 b,306,1.527 Jupiters,8.58,2006
2275,HD 219139 b,342,0.78 Jupiters,5.84863,2021
2276,HD 219415 b,539,1 Jupiter,8.909,2012
2277,HD 219666 b,307,16.6 Earths,9.809,2018
2278,HD 219828 b,238,19.0697 Earths,8.04,2007
2279,HD 219828 c,238,16.054 Jupiters,8.04,2016
2280,HD 220074 b,1059,16.64 Jupiters,6.40607,2012
2281,HD 220197 b,210,0.2 Jupiters,8.92,2018
2282,HD 220689 b,153,1.2 Jupiters,7.74,2012
2283,HD 220773 b,165,1.45 Jupiters,7.10831,2011
2284,HD 220842 b,211,3.18 Jupiters,7.98,2016
2285,HD 221287 b,182,3.09 Jupiters,7.82,2007
2286,HD 221416 b,312,0.19 Jupiters,8.15,2019
2287,HD 221420 b,102,22 Jupiters,5.82,2019
2288,HD 221585 b,182,1.61 Jupiters,7.457,2016
2289,HD 222076 b,297,1.56 Jupiters,7.47,2016
2290,HD 222155 b,165,1.83 Jupiters,7.11716,2011
2291,HD 222582 b,138,8.37 Jupiters,7.68,1999
2292,HD 224538 b,258,6.531 Jupiters,8.06,2016
2293,HD 224693 b,305,0.7 Jupiters,8.23,2006
2294,HD 22496 b,44,5.57 Earths,8.57,2021
2295,HD 22532 b,526,2.12 Jupiters,7.85,2022
2296,HD 22781 b,106,13.65 Jupiters,8.78,2011
2297,HD 22946 d,205,26.57 Earths,8.270001,2023
2298,HD 23079 b,109,2.61 Jupiters,7.12,2001
2299,HD 23127 b,306,1.527 Jupiters,8.58,2006
2300,HD 219139 b,342,0.78 Jupiters,5.84863,2021
2301,HD 219415 b,539,1 Jupiter,8.909,2012
2302,HD 219666 b,307,16.6 Earths,9.809,2018
2303,HD 219828 b,238,19.0697 Earths,8.04,2007
2304,HD 219828 c,238,16.054 Jupiters,8.04,2016
2305,HD 220074 b,1059,16.64 Jupiters,6.40607,2012
2306,HD 220197 b,210,0.2 Jupiters,8.92,2018
2307,HD 220689 b,153,1.2 Jupiters,7.74,2012
2308,HD 220773 b,165,1.45 Jupiters,7.10831,2011
